1,90,0,0
2,90,90,0
3,90,180,0
4,90,270,0
5,0,0,0
6,180,0,0
7,90,30,0
8,120,30,0
9,60,30,0
10,-90,30,-180
11,-120,30,-180
12,-60,30,-180
13,-90,-30,-180
14,-120,-30,-180
15,-60,-30,-180
16,90,-30,-360
17,120,-30,-360
18,60,-30,-360
