1,90,0,0
2,90,90,0
3,90,180,0
4,90,270,0
5,0,0,0
6,180,0,0
7,90,40,0
8,120,40,0
9,60,40,0
10,-90,40,-180
11,-120,40,-180
12,-60,40,-180
13,-90,-40,-180
14,-120,-40,-180
15,-60,-40,-180
16,90,-40,-360
17,120,-40,-360
18,60,-40,-360
